Intake Date,Species,Species Class,Age,# of Animals,Date Found,Specific Location,City Found,Cause for Admission,Comments
8/27/19,House Sparrow,Bird,Juvenile,1,08/27/19,144 Brook St,Providence,Wing injury,
8/29/19,House Sparrow,Bird,Adult,1,08/29/19,145 Dexter St,Portsmouth,Injury,
8/29/19,House Sparrow,Bird,Baby,4,08/29/19,"Misquamicut State beach, Atlantic Ave",Westerly,Orphaned juvenile,
8/29/19,House Sparrow,Bird,Baby,1,08/29/19,McDonald's,Warwick,Limping on L side,
8/31/19,House Sparrow,Bird,Juvenile,1,08/31/19,Beneath Rt 4 overpass,North Kingstown,"R leg, FX to femur",
9/1/19,House Sparrow,Bird,Baby,1,9/1/19,"Wawaloam Campground, Gardner Rd",Richmond,"Not sure, unable to fly, eye injury?",
9/2/19,House Sparrow,Bird,Adult,1,9/2/19,Walcott St & Bloomfield St,Pawtucket,"Blind, couldn't fly",
9/3/19,House Sparrow,Bird,Adult,1,9/3/19,60 S. County Commons Way,Wakefield,"Suspect broken wing, bird flops on side, no improvement",
9/5/19,House Sparrow,Bird,Adult,1,09/05/19,Finder's address,Warwick,"Caught leg in bird feeder pole, foot severed",
9/6/19,House Sparrow,Bird,Adult,1,9/6/19,Finder's address,Cranston,"Back injury, small wound on chest, no pain response in feet",
9/13/19,House Sparrow,Bird,Adult,1,09/13/19,571 Narragansett Blvd,Warwick,Back/head injury,
9/15/19,House Sparrow,Bird,Adult,1,09/15/19,1032 Main St,Hope Valley,Back injury,
9/18/19,House Sparrow,Bird,Adult,1,09/17/19,Rodman St & Ocean Rd,Narragansett,"Injury, no improvement",
10/6/19,House Sparrow,Bird,Adult,1,10/06/19,Finder's address,West Warwick,"Cannot fly, neuro",
10/9/19,House Sparrow,Bird,Adult,1,10/09/19,Unknown,,"Animal caught, needs to grow feathers back",
10/21/19,House Sparrow,Bird,Adult,1,10/21/19,"Smith St, Cumberland Farms, Centerdale",North Providence,Eye/leg injury,
11/13/19,House Sparrow,Bird,Adult,1,11/12/19,"537 Old North Rd, Compass School",Kingston,Mangled R foot,
5/7/19,House Wren,Bird,Baby,5,05/07/19,58 Griffith Road,Saunderstown,"2 hatchlings, 3 eggs",
6/10/19,House Wren,Bird,Juvenile,7,06/10/19,Finder's address,North Kingstown,Orphaned juvenile,
6/18/19,House Wren,Bird,Baby,1,06/18/19,220 Old Baptist Rd,North Kingstown,Failing.  Orphaned juvenile,
6/23/19,House Wren,Bird,Baby,1,06/23/19,Finder's address,"Voluntown, CT",Failing,
7/15/19,House Wren,Bird,Juvenile,4,07/15/19,Finder's address,East Greenwich,?,
8/7/19,House Wren,Bird,Baby,1,08/07/19,St. Rose of Lima School,Warwick,"Fell from nest/still in egg, cold/failing",
9/19/19,House Wren,Bird,Juvenile,1,09/19/19,Finder's address,Charlestown,Cat caught,
6/27/19,Killdeer,Bird,Baby,1,06/27/19,8 Gooding Ave,Bristol,Orphaned juvenile,
8/3/19,Laughing Gull,Bird,Adult,1,08/03/19,Scarborough South Beach,Narragansett,Couldn't fly,
8/17/19,Laughing Gull,Bird,Adult,1,08/17/19,Fisherman's Memorial,Narragansett,Injury. ,
8/25/19,Laughing Gull,Bird,Young Adult,1,08/25/19,Roger Wheeler State Beach,Galilee,"Back injury, possible HBC, window strike",
8/26/19,Laughing Gull,Bird,Young Adult,1,08/26/19,Misquamicut State Beach,Westerly,"Injury, failing",
8/27/19,Laughing Gull,Bird,Adult,1,08/27/19,Charlestown Breachw;ay,Charlestown,"Barely breathing, waterproffing not good, failing",
9/7/19,Laughing Gull,Bird,Adult,1,09/07/19,Oakland Beach,Warwick,"Broken leg, dying",
9/13/19,Laughing Gull,Bird,Juvenile,1,09/13/19,"Narragansett Bay Commission, 2 Ernest St",Providence,"Severely broken wing, twisted around",
10/22/19,Laughing Gull,Bird,Young Adult,1,10/22/19,700 Center for NE Blvd,Coventry,FX wing,
11/15/19,Laughing Gull,Bird,Juvenile,1,11/14/19,327 Pine St,Pawtucket,FX wing,
11/20/19,Laughing Gull,Bird,Sub-adult,1,11/20/19,"Sachuest Beach Rd, Second Beach",Middletown,L wing FX,
5/15/19,Least Sandpiper,Bird,Adult,1,05/15/19,"Behind 468 Atlantic Avenue, south side of Winnepoag Pond, in the marsh",Westerly,Blind/neuro,
5/31/19,Magnolia Warbler,Bird,Adult,1,05/31/19,"Nico Bella's, Westminster St",Providence,Possible window strike,
1/8/19,Mallard,Bird,Adult,1,01/08/19,224 Bridgetown Road,Saunderstown,"Attacked by hawk, busted L shoulder, open fracture",
3/21/19,Mallard,Bird,Egg,1,03/20/19,10 Woodland Drive,Coventry,Egg found near pond,
4/12/19,Mallard,Bird,Young Adult,1,04/12/19,"Rt 5, Johnston/Smithfield Line",,HBC,
4/20/19,Mallard,Bird,Adult,1,04/20/19,Finder's address,Pascoag,Broken jaw,
4/22/19,Mallard,Bird,Adult,1,04/22/19,Finder's address,Providence,Wing broken,
5/9/19,Mallard,Bird,Baby,1,05/09/19,Cumberland Town Hall,Cumberland,Orphaned juvenile,
5/11/19,Mallard,Bird,Juvenile,2,05/11/19,Finder's address,West Warwick,None.,
5/20/19,Mallard,Bird,Baby,1,05/18/19,Finder's address,Bristol,Orphaned juvenile,
5/21/19,Mallard,Bird,Baby,3,05/21/19,2 Goat Island,Newport,Orphaned juvenile,
5/23/19,Mallard,Bird,Baby,1,05/22/19,Burlingame Pond,Coventry,Orphaned juvenile,
5/24/19,Mallard,Bird,Juvenile,2,05/23/19,"Greenwich Bay Marina, 252 Second Point Rd",Warwick,Orphaned juvenile,
5/25/19,Mallard,Bird,Baby,9,05/25/19,1847 W. Main Rd,Portsmouth,Orphaned juvenile,
6/1/19,Mallard,Bird,Juvenile,1,06/01/19,Unknown,,Orphaned juvenile,
6/2/19,Mallard,Bird,Adult,1,06/02/19,330 Park Ave,Cranston,Broken R wing,
6/24/19,Mallard,Bird,Baby,1,06/24/19,67 Roosevelt Ave,Pawtucket,Orphaned juvenile,
6/25/19,Mallard,Bird,Baby,6,06/25/19,"99 Vet. Mem Dr, Rotary in Warwick near Police HQ",Warwick,Orphaned juvenile,
7/2/19,Mallard,Bird,Baby,1,07/01/19,Cochran St,West Warwick,Leg injury,
7/8/19,Mallard,Bird,Juvenile,1,07/07/19,Finder's address,Warwick,Orphaned juvenile,
7/9/19,Mallard,Bird,Adult,1,07/09/19,Roger Williams University,Bristol,"FX wing, stuck in athletic net",
7/15/19,Mallard,Bird,Baby,1,07/15/19,35 Terminal Rd,Providence,Orphaned juvenile,
7/19/19,Mallard,Bird,Juvenile,1,07/19/19,Finder's address,Newport,Orphaned juvenile,
7/24/19,Mallard,Bird,Baby,3,07/23/19,Finder's address,Portsmouth,Orphaned juvenile,
8/14/19,Mallard,Bird,Adult,1,08/14/19,"100 Save The Bay Dr, Public Access Fishing Pier",Providence,"Wing & foot bound by fishing line, exhaustion",
2/27/19,Merlin,Bird,Adult,1,02/27/19,Finder's address,Cranston,Window strike,
1/6/19,Mourning Dove,Bird,Adult,1,1/6/19,Finder's address,North Kingstown,Broken wing,
2/19/19,Mourning Dove,Bird,Adult,1,02/19/19,245 Child Street,Warren,Dislocated R shoulder / aspirated on blood,
3/18/19,Mourning Dove,Bird,Adult,1,03/18/19,"Newport Avenue, near Slater Park",Pawtucket,"Broken R wing, declining",
3/27/19,Mourning Dove,Bird,Adult,1,03/27/19,Finder's address,Warwick,"Cat attack, FX R wrist, missing all tail feathers, bloody behind.",
3/29/19,Mourning Dove,Bird,Adult,1,03/29/19,20 Cooke Street,Providence,FX L wing @ elbow,
4/10/19,Mourning Dove,Bird,Baby,1,04/10/19,"2348 Post Road, Airport Professional Park",Warwick,Orphaned juvenile,
4/11/19,Mourning Dove,Bird,Baby,1,04/11/19,500 Stony Lane,North Kingstown,"Orphaned juvenile, left outside Pet Refuge",
4/11/19,Mourning Dove,Bird,Adult,1,04/11/19,Finder's address,Cranston,"R wing injury, not improving day #5",
4/14/19,Mourning Dove,Bird,Baby,1,04/14/19,Finder's address,North Kingstown,Orphaned juvenile,
4/16/19,Mourning Dove,Bird,Adult,1,04/16/19,Nextdoor neighbor's yard of finder's address,Cranston,Some tail feathers missing,
4/17/19,Mourning Dove,Bird,Adult,1,04/17/19,Finder's address,Bradford,Injury,
4/18/19,Mourning Dove,Bird,Adult,1,04/18/19,Finder's address,Providence,Head/wing injuries,
4/19/19,Mourning Dove,Bird,Adult,1,04/19/19,Middle Road,East Greenwich,"HBC, back injury, wing fracture",
4/21/19,Mourning Dove,Bird,Juvenile,2,04/21/19,"100 South Street, Providence Children's Museum",Providence,Orphaned juvenile,
4/25/19,Mourning Dove,Bird,Juvenile,1,04/25/19,1457 Warwick Avenue,Warwick,Orphaned juvenile,
4/29/19,Mourning Dove,Bird,Baby,1,04/29/19,RISD,Providence,FX leg,
4/30/19,Mourning Dove,Bird,Juvenile,1,04/29/19,Bronco Shopping Plaza,Burrillville,Orphaned juvenile,
5/2/19,Mourning Dove,Bird,Adult,1,05/02/19,Finder's address,Coventry,"Missing tail feathers, back injury.  HBC.  No improvement",
5/3/19,Mourning Dove,Bird,Young Adult,1,05/03/19,777 Cowesett Road,Warwick,Unknown.  No improvement.,
5/6/19,Mourning Dove,Bird,Adult,1,05/06/19,585 Algonquin Drive,Warwick,Wing injury,
5/6/19,Mourning Dove,Bird,Adult,1,05/06/19,Stony Lane,North Kingstown,Injury,
5/6/19,Mourning Dove,Bird,Juvenile,1,05/05/19,Baxter Street,Pawtucket,Orphaned juvenile,
5/7/19,Mourning Dove,Bird,Juvenile,1,05/06/19,Burnside Avenue,Narragansett,Injury,
5/13/19,Mourning Dove,Bird,Baby,1,05/12/19,Finder's address,Coventry,Found on ground,
5/13/19,Mourning Dove,Bird,Adult,1,05/13/19,Finder's address,Central Falls,Hawk attack? Paralyzed.,
5/14/19,Mourning Dove,Bird,Adult,1,05/14/19,1 Davol Sq,Providence,Window strike,
5/17/19,Mourning Dove,Bird,Juvenile,1,05/16/19,Finder's address,North Kingstown,FX wing,
5/19/19,Mourning Dove,Bird,Juvenile,1,05/19/19,Finder's address,Cranston,Broken foot,
5/19/19,Mourning Dove,Bird,Adult,1,05/19/19,Finder's address,North Providence,"R wing break-bone thru skin, very deep puncture wounds",
5/21/19,Mourning Dove,Bird,Adult,1,05/20/19,Bernard Street,Providence,"Cat caught, no use of R leg",
5/23/19,Mourning Dove,Bird,Adult,1,05/22/19,Pratt Street,Providence,Dislocated shoulder,
5/24/19,Mourning Dove,Bird,Baby,1,05/24/19,Finder's address,Cranston,Orphaned juvenile,
5/24/19,Mourning Dove,Bird,Young Adult,1,05/23/19,Finder's address,Cranston,"Window strike, can flap wings but can't fly",
5/29/19,Mourning Dove,Bird,Young Adult,1,05/29/19,Finder's address,Pawtucket,Cat caught,
5/31/19,Mourning Dove,Bird,Juvenile,1,05/31/19,Finder's address,Warwick,"Cat attack, small cut on head, possibly wing damage",
6/5/19,Mourning Dove,Bird,Baby,1,06/05/19,Finder's address,Cumberland,None visible. Fell from nest.,
6/5/19,Mourning Dove,Bird,Young Adult,1,06/04/19,"Division St, McCoy Stadium",Pawtucket,"Eye injury, doubled in size overnight despite metacam",
6/8/19,Mourning Dove,Bird,Juvenile,1,06/07/19,Warwick Armory,Warwick,Orphaned juvenile,
6/11/19,Mourning Dove,Bird,Baby,2,06/11/19,Finder's address,Cranston,Orphaned juvenile,
6/14/19,Mourning Dove,Bird,Juvenile,1,06/14/19,Finder's address,Greenville,Attacked by animal,
6/19/19,Mourning Dove,Bird,Young Adult,1,06/19/19,10 Orms St,Providence,"Back injury, R wing swollen, L shoulder dislocated",
6/20/19,Mourning Dove,Bird,Baby,1,06/20/19,Finder's address,Providence,"1 baby, 1 egg.  Orphaned juvenile",
6/20/19,Mourning Dove,Bird,Adult,1,06/19/19,56 Pratt St,Providence,"Cat caught. R eye blind/bloody, wounds old/necrotic",
6/21/19,Mourning Dove,Bird,Baby,1,06/21/19,Corner Pond/Meadow St,Pawtucket,Orphaned juvenile,
6/21/19,Mourning Dove,Bird,Adult,1,06/21/19,Valley St,East Providence,"L shoulder injury, declining, not improving",
6/27/19,Mourning Dove,Bird,Adult,1,06/27/19,Finder's address,Coventry,Wing,
6/29/19,Mourning Dove,Bird,juvenile,1,06/29/19,Finder's address,East Providence,Wing injury,
7/1/19,Mourning Dove,Bird,Adult,1,07/01/19,Finder's address,West Greenwich,Cat attack,
7/2/19,Mourning Dove,Bird,Juvenile,1,07/02/19,4 George St,Warwick,Cat caught,
7/2/19,Mourning Dove,Bird,Adult,1,07/02/19,Unknown,,"Very neuro, wound on neck, poss cat caught? Aspirating",
7/2/19,Mourning Dove,Bird,Adult,1,07/02/19,Finder's address,Warwick,"Hit telephone pole. Still not flying, not improving",
7/5/19,Mourning Dove,Bird,Adult,1,07/05/19,Hatchery Rd,North Kingstown,Cat caught. Wing injury,
7/12/19,Mourning Dove,Bird,Young Adult,1,07/12/19,10 Humboldt Ave,Providence,"Injury, found on side of road",
7/12/19,Mourning Dove,Bird,Juvenile,1,07/12/19,Garage on 1st Ave,Woonsocket,Injury,
7/20/19,Mourning Dove,Bird,Adult,1,07/19/19,,Riverside,Injury,
7/23/19,Mourning Dove,Bird,Adult,1,07/22/19,Finder's address,Cranston,Both wings broken,
7/23/19,Mourning Dove,Bird,Young Adult,1,07/22/19,Finder's address,Warwick,FX shoulder,
7/25/19,Mourning Dove,Bird,Juvenile,1,07/25/19,McDonald's,"Fall River, MA",Orphaned juvenile,
7/26/19,Mourning Dove,Bird,Adult,1,07/26/19,Finder's address,Cranston,L wing injury,
7/27/19,Mourning Dove,Bird,Baby,1,07/26/19,Finder's address,North Providence,Orphaned juvenile,
8/1/19,Mourning Dove,Bird,Adult,1,08/01/19,Finder's address,Warwick,Cat caught. FX wing,
8/1/19,Mourning Dove,Bird,Juvenile,1,08/01/19,Finder's address,Coventry,Back injury,
8/5/19,Mourning Dove,Bird,Baby,1,08/05/19,Finder's address,Warwick,Orphaned juvenile,
8/6/19,Mourning Dove,Bird,Juvenile,1,08/06/19,Atlantic Ave,Warwick,Broken leg. Orphaned juvenile,
8/6/19,Mourning Dove,Bird,Adult,1,08/06/19,935 Douglas Ave,Providence,"Problem flying, stargazing, no improvement",
8/8/19,Mourning Dove,Bird,Young Adult,1,08/08/19,"71 Point Ave, Conimicut Point",Warwick,Half of L wing is off,
8/11/19,Mourning Dove,Bird,Adult,1,08/11/19,Oaklawn Beach area,Warwick,"Possibly neuro, R side less responsive",
8/16/19,Mourning Dove,Bird,Young Adult,1,08/15/19,Finder's address,Cranston,Possible window strike. Can't fly,
8/17/19,Mourning Dove,Bird,Juvenile,1,08/17/19,Planned Parenthood Clinic,Providence,Wound under wing,
8/18/19,Mourning Dove,Bird,Adult,1,08/16/19,Near Branch & Veazie,Providence,"Wing/shoulder/neck, dying",
8/20/19,Mourning Dove,Bird,Adult,1,08/18/19,Finder's address,Barrington,"Head trauma, failing",
8/23/19,Mourning Dove,Bird,Young Adult,1,08/22/19,Finder's address,Cranston,"L eye, missing most primaries, poss. cat attack",
8/24/19,Mourning Dove,Bird,Juvenile,1,08/23/19,"Smithfield ave, Rt 126 by Adventist Church",Lincoln,"Unknown, found by sidewalk",
8/27/19,Mourning Dove,Bird,Juvenile,1,08/26/19,,Westerly,Orphaned juvenile,
8/28/19,Mourning Dove,Bird,Young Adult,1,08/28/19,30 North Pearson,Warwick,Wing injury,
8/28/19,Mourning Dove,Bird,Adult,1,08/24/19,Finder's address,Westerly,FX wing,
8/29/19,Mourning Dove,Bird,Adult,1,08/29/19,Finder's address,Riverside,"Found in yard, FX hip",
8/29/19,Mourning Dove,Bird,Adult,1,08/29/19,134 Howie Ave,Warwick,Dying,
8/30/19,Mourning Dove,Bird,Adult,1,08/30/19,Bear Hill Rd,Cumberland,"Dislocated L shoulder, exposed skull",
9/3/19,Mourning Dove,Bird,Adult,1,09/03/19,Unknown,,Eye injury,
9/5/19,Mourning Dove,Bird,Baby,1,9/5/19,Finder's address,Providence,Unknown,
9/6/19,Mourning Dove,Bird,Adult,1,09/05/19,,Manville,Avian pox,
9/6/19,Mourning Dove,Bird,Adult,1,09/06/19,9 Fairweather Ave,Cranston,Wounds behind/under wings,
9/9/19,Mourning Dove,Bird,Adult,1,09/07/19,"Stop&Shop Plaza, near Warwick Mall",Warwick,"Not flying, wing not healing",
9/9/19,Mourning Dove,Bird,Juvenile,1,09/09/19,"Pierce St, found in dog kennel",Westerly,Orphaned juvenile,
9/11/19,Mourning Dove,Bird,Baby,2,09/09/19,Finder's address,Warwick,Orphaned juvenile,
9/11/19,Mourning Dove,Bird,Baby,1,09/10/19,Bike Path/walkway,East Providence,"Crop tore, severe wounds",
9/14/19,Mourning Dove,Bird,Juvenile,1,9/14/19,Finder's address,Barrington,"No apparent injuries, possible broken leg",
9/16/19,Mourning Dove,Bird,Juvenile,1,09/15/19,North Main St,Providence,Injury,
9/23/19,Mourning Dove,Bird,Young Adult,1,09/22/19,20 Thomas Olney Common,Providence,FX wing,
9/25/19,Mourning Dove,Bird,Adult,1,09/25/19,Finder's address,Providence,"Avian Pox, bump on beak/can't fly",
9/27/19,Mourning Dove,Bird,Adult,1,09/26/19,27 Halsey St,Newport,"Attacked by hawk, injury",
10/2/19,Mourning Dove,Bird,Adult,1,10/02/19,140 Sockanossett Cross Rd,Cranston,Degloving/ puncture wounds / missing feathers,
10/8/19,Mourning Dove,Bird,Young Adult,1,10/08/19,Finder's address,Warwick,"Cat caught, possible trich, not standing",
10/12/19,Mourning Dove,Bird,Young Adult,1,10/12/19,Finder's address,Peacedale,"Wound to just, feathers",
10/25/19,Mourning Dove,Bird,Adult,1,10/25/19,428 Woonasquatucket Ave,North Providence,"FX R wing, serious head trauma",
11/21/19,Mourning Dove,Bird,Adult,1,11/21/19,Finder's address,North Kingstown,FX to shoulder,
12/6/19,Mourning Dove,Bird,Adult,1,12/06/19,Lone Tree Point,North Kingstown,FX shoulder,
12/15/19,Mourning Dove,Bird,Adult,1,12/15/19,Finder's address,Pawtucket,"FX shoulder, back injury",
2/8/19,Mute Swan,Bird,Young Adult,1,02/08/19,Metcalf off Narragansett Boulevard,Warwick,Unknown injury,
2/15/19,Mute Swan,Bird,Young Adult,1,02/15/19,450 Veterans Memorial Parkway,East Providence,Dislocated L ankle,
5/29/19,Mute Swan,Bird,Adult,1,05/29/19,Airport Rd @ Hargreaves,Warwick,"Leg injury, flew into power lines, no feeling in R leg",
9/11/19,Mute Swan,Bird,Juvenile,1,09/11/19,Roger Williams Park,Providence,"Head/neck posture, no improvement 24 hrs, worsening condition",
9/21/19,Mute Swan,Bird,Adult,1,08/17/19,Finder's address,Coventry,Fish hook through R foot at ankle,
10/4/19,Mute Swan,Bird,,1,10/4/19,Finder's address,Cranston,Missing foot,
10/8/19,Mute Swan,Bird,Young Adult,1,10/08/19,"Station St, end of dirt road by water",Warwick,Possible heavy metal poisoning. No improvement in condition,
11/6/19,Mute Swan,Bird,Young Adult,1,11/06/19,Bonnet Shores,Narragansett,"Not standing, back injury/crash landed, declining, neuro",
1/11/19,Northern Cardinal,Bird,Adult,1,01/10/19,Finder's address,North Kingstown,"Unknown trauma, swollen L wing + aspiration",
1/14/19,Northern Cardinal,Bird,Adult,1,01/14/19,6459 Post Road,North Kingstown,"Flew into CVS, flying into mirrors and walls",
1/16/19,Northern Cardinal,Bird,Adult,1,01/16/19,"Exeter Variety Store, 2505 South County Trail",Exeter,Injury,
1/25/19,Northern Cardinal,Bird,Adult,1,01/25/19,Finder's address,Wakefield,Flew into sliding glass door,
2/25/19,Northern Cardinal,Bird,Adult,1,02/25/19,Finder's address,East Greenwich,"Limited flying, feathers missing",
2/25/19,Northern Cardinal,Bird,Juvenile,1,01/19/19,Finder's address,Barrington,Cat caught,
4/23/19,Northern Cardinal,Bird,Adult,1,04/23/19,"Bellevue Avenue, where it turns to Ocean Drive",Newport,Injury,
4/30/19,Northern Cardinal,Bird,Juvenile,1,04/30/19,Finder's address,North Kingstown,"Cat caught, FX leg",
5/9/19,Northern Cardinal,Bird,Baby,4,05/09/19,"Providence river, Exchange Street",Providence,"None, 1 still yet to hatch. Failing",
5/14/19,Northern Cardinal,Bird,Juvenile,1,05/10/19,Blackrock Road,Coventry,Orphaned juvenile,
5/20/19,Northern Cardinal,Bird,Adult,1,05/20/19,Bike Path,Peacedale,Broken wing,
6/11/19,Northern Cardinal,Bird,Young Adult,1,06/11/19,Finder's address,Johnston,"Wound under L wing, no use of leg",
6/12/19,Northern Cardinal,Bird,Juvenile,1,06/11/19,Laurel Hill Ave,Cranston,Dislocated L hip joint,
6/12/19,Northern Cardinal,Bird,Young Adult,1,06/12/19,43 Asqah Dr,North Kingstown,Cat caught,
6/17/19,Northern Cardinal,Bird,Baby,1,06/17/19,Finder's address,Warwick,"Dog caught, FX wing",
6/20/19,Northern Cardinal,Bird,Adult,1,06/20/19,Elm St,Westerly,"R eye injury, blind",
6/29/19,Northern Cardinal,Bird,Baby,2,06/29/19,Finder's address,Pawtucket,Orphaned juvenile,
7/1/19,Northern Cardinal,Bird,Baby,1,06/30/19,Unknown,,Orphaned juvenile,
7/11/19,Northern Cardinal,Bird,Young Adult,1,07/11/19,41 Grande Isle Dr,Wakefield,"No feeling in R foot, puncture wounds on neck & under wing",
7/19/19,Northern Cardinal,Bird,Adult,1,07/19/19,Orms St,Providence,"Caught in cat trap, broken wing",
7/23/19,Northern Cardinal,Bird,Baby,2,07/23/19,"Madeira Restaurant, 304 Warren Ave",East Providence,Orphaned juvenile,
8/7/19,Northern Cardinal,Bird,Baby,1,08/07/19,Angell Rd,North Providence,Orphaned juvenile,
8/23/19,Northern Cardinal,Bird,Adult,1,08/23/19,Finder's address,West Kingston,"Maggots in mouth, agonal breathing",
8/24/19,Northern Cardinal,Bird,Adult,1,08/24/19,Finder's address,North Scituate,Back injury,
8/27/19,Northern Cardinal,Bird,Young Adult,1,08/27/19,Finder's address,Johnston,"Cat caught, FX L wing",
9/9/19,Northern Cardinal,Bird,Juvenile,1,09/07/19,Finder's address,Charlestown,Orphaned juvenile,
10/14/19,Northern Cardinal,Bird,Adult,1,10/13/19,Finder's address,Barrington,Dislocated L shoulder,
10/18/19,Northern Cardinal,Bird,Young Adult,1,10/16/19,Finder's address,Warwick,Hit window,
11/5/19,Northern Cardinal,Bird,Adult,1,11/04/19,68 Cumberland St,Woonsocket,Hit window,
11/6/19,Northern Cardinal,Bird,Adult,1,11/06/19,Finder's address,East Greenwich,"Flew into window, FX to L femur",
12/21/18,Northern Flicker,Bird,Adult,1,12/21/18,Finder's address,Coventry,"Dog caught. Broken R humerus.  Wing not healed, limited functionality of the wing",
3/8/19,Northern Flicker,Bird,Adult,1,03/08/19,C+L Stable Goddard Park,Warwick,Injury,
5/21/19,Northern Flicker,Bird,Juvenile,4,05/21/19,Wilford Drive,Pawcatuck,Orphaned juvenile,
